URL,image_urls,local_images,Election:,Party:,Constituency:,Mentions:,Issues Covered:,Unnamed: 8,Unnamed: 9,Unnamed: 10
https://www.openelections.co.uk/leaflets/7082/,['https://cdn.openelections.co.uk/uploads/2020/08/2517_1-1024x727.jpg'],['leaflet_images/7082/2517_1-1024x727.jpg'],2010 General Election,Labour Party,Henley,"Candidate, Other party/leader/candidate","Economy, Education, Environment, Health, Social welfare",,,
https://www.openelections.co.uk/leaflets/7090/,"['https://cdn.openelections.co.uk/uploads/2022/11/2518_2-1024x745.jpg', 'https://cdn.openelections.co.uk/uploads/2022/11/2518_2-1024x745.jpg']","['leaflet_images/7090/2518_2-1024x745.jpg', 'leaflet_images/7090/2518_2-1024x745.jpg']",2010 General Election,Conservative Party,Peterborough,"Candidate, Other party/leader/candidate, Party leader","Economy, Education, Health, Immigration, Social welfare",,,
https://www.openelections.co.uk/leaflets/7093/,['https://cdn.openelections.co.uk/uploads/2020/08/2519_1-805x1024.jpg'],['leaflet_images/7093/2519_1-805x1024.jpg'],2010 General Election,Conservative Party,Argyll and Bute,"Candidate, Other party/leader/candidate","Education, Governance",,,
https://www.openelections.co.uk/leaflets/7096/,['https://cdn.openelections.co.uk/uploads/2020/08/2520_1-722x1024.jpg'],['leaflet_images/7096/2520_1-722x1024.jpg'],2010 General Election,UK Independence Party,Wells,Candidate,"Brexit/Europe, Economy, Governance, Immigration, Social welfare",,,
https://www.openelections.co.uk/leaflets/7101/,['https://cdn.openelections.co.uk/uploads/2020/08/2521_1-729x1024.jpg'],['leaflet_images/7101/2521_1-729x1024.jpg'],2010 General Election,Conservative Party,Clwyd West,"Candidate, Other party/leader/candidate, Party leader","Brexit/Europe, Economy, Education, Environment, Governance, Health, Social welfare",,,
https://www.openelections.co.uk/leaflets/7108/,['https://cdn.openelections.co.uk/uploads/2020/08/2523_1-726x1024.jpg'],['leaflet_images/7108/2523_1-726x1024.jpg'],2010 General Election,Labour Party,Wells,Candidate,"Economy, Education, Environment, Health, Social welfare",,,
https://www.openelections.co.uk/leaflets/7111/,"['https://cdn.openelections.co.uk/uploads/2020/08/2524_1-1024x732.jpg', 'https://cdn.openelections.co.uk/uploads/2020/08/2524_2-1024x732.jpg']","['leaflet_images/7111/2524_1-1024x732.jpg', 'leaflet_images/7111/2524_2-1024x732.jpg']",2010 General Election,Labour Party,Croydon South,"Candidate, Other party/leader/candidate","Economy, Education, Environment",,,
https://www.openelections.co.uk/leaflets/7116/,['https://cdn.openelections.co.uk/uploads/2020/08/2525_1-1024x724.jpg'],['leaflet_images/7116/2525_1-1024x724.jpg'],2010 General Election,Conservative Party,Henley,"Candidate, Other party/leader/candidate, Party leader","Economy, Education, Environment, Governance, Health, Social welfare",,,
https://www.openelections.co.uk/leaflets/7121/,"['https://cdn.openelections.co.uk/uploads/2020/08/2526_1-1024x732.jpg', 'https://cdn.openelections.co.uk/uploads/2020/08/2526_2-1024x732.jpg', 'https://cdn.openelections.co.uk/uploads/2020/08/2526_3-1024x732.jpg', 'https://cdn.openelections.co.uk/uploads/2020/08/2526_4-1024x732.jpg']","['leaflet_images/7121/2526_1-1024x732.jpg', 'leaflet_images/7121/2526_2-1024x732.jpg', 'leaflet_images/7121/2526_3-1024x732.jpg', 'leaflet_images/7121/2526_4-1024x732.jpg']",2010 General Election,Conservative Party,Croydon South,"Candidate, Other party/leader/candidate, Party leader","Economy, Education, Governance, Health, Social welfare",,,
https://www.openelections.co.uk/leaflets/7124/,"['https://cdn.openelections.co.uk/uploads/2020/08/2528_1-e1649858607473-1024x613.jpg', 'https://cdn.openelections.co.uk/uploads/2020/08/2528_2-1024x613.jpg']","['leaflet_images/7124/2528_1-e1649858607473-1024x613.jpg', 'leaflet_images/7124/2528_2-1024x613.jpg']",2010 General Election,Green Party,Hackney North and Stoke Newington,"Candidate, Party leader","Economy, Environment, Health",,,
https://www.openelections.co.uk/leaflets/7128/,['https://cdn.openelections.co.uk/uploads/2020/08/2529_1-1024x725.jpg'],['leaflet_images/7128/2529_1-1024x725.jpg'],2010 General Election,Liberal Democrats,Islwyn,"Candidate, Other party/leader/candidate, Party leader","Economy, Governance, Social welfare",,,
https://www.openelections.co.uk/leaflets/7137/,"['https://cdn.openelections.co.uk/uploads/2020/08/2532_1-1024x744.jpg', 'https://cdn.openelections.co.uk/uploads/2020/08/2532_2-1024x744.jpg', 'https://cdn.openelections.co.uk/uploads/2020/08/2532_3-1024x744.jpg', 'https://cdn.openelections.co.uk/uploads/2020/08/2532_4-1024x744.jpg', 'https://cdn.openelections.co.uk/uploads/2020/08/2532_5-1024x744.jpg', 'https://cdn.openelections.co.uk/uploads/2020/08/2532_6-1024x744.jpg', 'https://cdn.openelections.co.uk/uploads/2020/08/2532_7-1024x744.jpg', 'https://cdn.openelections.co.uk/uploads/2020/08/2532_8-1024x744.jpg']","['leaflet_images/7137/2532_1-1024x744.jpg', 'leaflet_images/7137/2532_2-1024x744.jpg', 'leaflet_images/7137/2532_3-1024x744.jpg', 'leaflet_images/7137/2532_4-1024x744.jpg', 'leaflet_images/7137/2532_5-1024x744.jpg', 'leaflet_images/7137/2532_6-1024x744.jpg', 'leaflet_images/7137/2532_7-1024x744.jpg', 'leaflet_images/7137/2532_8-1024x744.jpg']",2010 General Election,Liberal Democrats,Harborough,"Candidate, Other party/leader/candidate, Tactical situation","Economy, Education, Environment, Health",,,
https://www.openelections.co.uk/leaflets/7143/,['https://cdn.openelections.co.uk/uploads/2020/08/2534_1-720x1024.jpg'],['leaflet_images/7143/2534_1-720x1024.jpg'],2010 General Election,Labour Party,Congleton,"Candidate, Other party/leader/candidate, Party leader","Economy, Education, Governance, Health",,,
https://www.openelections.co.uk/leaflets/7146/,"['https://cdn.openelections.co.uk/uploads/2020/08/2537_1-785x1024.jpg', 'https://cdn.openelections.co.uk/uploads/2020/08/2537_2-785x1024.jpg']","['leaflet_images/7146/2537_1-785x1024.jpg', 'leaflet_images/7146/2537_2-785x1024.jpg']",2010 General Election,Green Party,Newport West,"Candidate, Other party/leader/candidate","Economy, Environment, Governance, Health, Social welfare",,,
https://www.openelections.co.uk/leaflets/7153/,['https://cdn.openelections.co.uk/uploads/2020/08/2538_1-734x1024.jpg'],['leaflet_images/7153/2538_1-734x1024.jpg'],2010 General Election,Labour Party,Bournemouth East,"Candidate, Other party/leader/candidate, Party leader","Education, Health, Social welfare",,,
https://www.openelections.co.uk/leaflets/7159/,['https://cdn.openelections.co.uk/uploads/2020/08/2540_1-1024x732.jpg'],['leaflet_images/7159/2540_1-1024x732.jpg'],2010 General Election,Conservative Party,Clwyd West,"Candidate, Other party/leader/candidate, Party leader","Economy, Education, Environment, Governance, Health, Social welfare",,,
https://www.openelections.co.uk/leaflets/7163/,['https://cdn.openelections.co.uk/uploads/2020/08/2542_1-1024x731.jpg'],['leaflet_images/7163/2542_1-1024x731.jpg'],2010 General Election,Labour Party,Bassetlaw,Candidate,"Economy, Health, Social welfare",,,
https://www.openelections.co.uk/leaflets/7166/,"['https://cdn.openelections.co.uk/uploads/2020/08/2543_1-744x1024.jpg', 'https://cdn.openelections.co.uk/uploads/2020/08/2543_2-744x1024.jpg']","['leaflet_images/7166/2543_1-744x1024.jpg', 'leaflet_images/7166/2543_2-744x1024.jpg']",2010 General Election,Liberal Democrats,Harborough,"Candidate, Other party/leader/candidate","Economy, Governance, Health",,,
https://www.openelections.co.uk/leaflets/7170/,['https://cdn.openelections.co.uk/uploads/2020/08/2545_1-1024x730.jpg'],['leaflet_images/7170/2545_1-1024x730.jpg'],2010 General Election,Labour Party,Islwyn,"Candidate, Other party/leader/candidate","Economy, Social welfare",,,
https://www.openelections.co.uk/leaflets/7175/,"['https://cdn.openelections.co.uk/uploads/2020/08/2546_1-1024x785.jpg', 'https://cdn.openelections.co.uk/uploads/2020/08/2546_2-1024x785.jpg', 'https://cdn.openelections.co.uk/uploads/2020/08/2546_3-1024x785.jpg', 'https://cdn.openelections.co.uk/uploads/2020/08/2546_4-1024x785.jpg']","['leaflet_images/7175/2546_1-1024x785.jpg', 'leaflet_images/7175/2546_2-1024x785.jpg', 'leaflet_images/7175/2546_3-1024x785.jpg', 'leaflet_images/7175/2546_4-1024x785.jpg']",2010 General Election,Conservative Party,Newport West,"Candidate, Party leader","Economy, Education, Governance, Health",,,
https://www.openelections.co.uk/leaflets/7180/,"['https://cdn.openelections.co.uk/uploads/2020/08/2547_1-1024x745.jpg', 'https://cdn.openelections.co.uk/uploads/2020/08/2547_2-1024x745.jpg', 'https://cdn.openelections.co.uk/uploads/2020/08/2547_3-1024x745.jpg', 'https://cdn.openelections.co.uk/uploads/2020/08/2547_4-1024x745.jpg']","['leaflet_images/7180/2547_1-1024x745.jpg', 'leaflet_images/7180/2547_2-1024x745.jpg', 'leaflet_images/7180/2547_3-1024x745.jpg', 'leaflet_images/7180/2547_4-1024x745.jpg']",2010 General Election,Conservative Party,Sutton Coldfield,"Candidate, Other party/leader/candidate, Party leader","Education, Health, Social welfare",,,
https://www.openelections.co.uk/leaflets/7184/,"['https://cdn.openelections.co.uk/uploads/2020/08/2549_1-785x1024.jpg', 'https://cdn.openelections.co.uk/uploads/2020/08/2549_2-785x1024.jpg', 'https://cdn.openelections.co.uk/uploads/2020/08/2549_3-785x1024.jpg']","['leaflet_images/7184/2549_1-785x1024.jpg', 'leaflet_images/7184/2549_2-785x1024.jpg', 'leaflet_images/7184/2549_3-785x1024.jpg']",2010 General Election,Labour Party,Newport West,"Candidate, Other party/leader/candidate","Environment, Governance, Health, Social welfare",,,
https://www.openelections.co.uk/leaflets/7187/,"['https://cdn.openelections.co.uk/uploads/2020/08/2551_1-744x1024.jpg', 'https://cdn.openelections.co.uk/uploads/2020/08/2551_2-744x1024.jpg']","['leaflet_images/7187/2551_1-744x1024.jpg', 'leaflet_images/7187/2551_2-744x1024.jpg']",2010 General Election,Conservative Party,Poplar and Limehouse,Other party/leader/candidate,"Economy, Governance, Health, Social welfare",,,
https://www.openelections.co.uk/leaflets/7190/,['https://cdn.openelections.co.uk/uploads/2020/08/2552_1-785x1024.jpg'],['leaflet_images/7190/2552_1-785x1024.jpg'],2010 General Election,Plaid Cymru,Newport West,"Candidate, Other party/leader/candidate, Party leader",,,,
https://www.openelections.co.uk/leaflets/7193/,['https://cdn.openelections.co.uk/uploads/2020/08/2553_1-737x1024.jpg'],['leaflet_images/7193/2553_1-737x1024.jpg'],2010 General Election,UK Independence Party,Newport West,Candidate,"Brexit/Europe, Environment, Immigration",,,
https://www.openelections.co.uk/leaflets/7198/,"['https://cdn.openelections.co.uk/uploads/2020/08/2556_1-1024x744.jpg', 'https://cdn.openelections.co.uk/uploads/2020/08/2556_2-1024x744.jpg', 'https://cdn.openelections.co.uk/uploads/2020/08/2556_3-1024x744.jpg', 'https://cdn.openelections.co.uk/uploads/2020/08/2556_4-1024x744.jpg']","['leaflet_images/7198/2556_1-1024x744.jpg', 'leaflet_images/7198/2556_2-1024x744.jpg', 'leaflet_images/7198/2556_3-1024x744.jpg', 'leaflet_images/7198/2556_4-1024x744.jpg']",2010 General Election,Liberal Democrats,Liverpool Wavertree,"Candidate, Other party/leader/candidate, Party leader, Tactical situation","Education, Environment, Governance, Health, Social welfare",,,
https://www.openelections.co.uk/leaflets/7204/,['https://cdn.openelections.co.uk/uploads/2020/08/2557_1-718x1024.jpg'],['leaflet_images/7204/2557_1-718x1024.jpg'],2010 General Election,Conservative Party,South Norfolk,"Candidate, Other party/leader/candidate, Party leader","Economy, Education, Health, Social welfare",,,
https://www.openelections.co.uk/leaflets/7207/,['https://cdn.openelections.co.uk/uploads/2020/08/2558_1-717x1024.jpg'],['leaflet_images/7207/2558_1-717x1024.jpg'],2010 General Election,UK Independence Party,South Norfolk,Candidate,"Brexit/Europe, Immigration",,,
https://www.openelections.co.uk/leaflets/7210/,['https://cdn.openelections.co.uk/uploads/2020/08/2559_1-745x1024.jpg'],['leaflet_images/7210/2559_1-745x1024.jpg'],2010 General Election,UK Independence Party,South Norfolk,Candidate,"Brexit/Europe, Immigration, Social welfare",,,
https://www.openelections.co.uk/leaflets/7212/,['https://cdn.openelections.co.uk/uploads/2020/08/2562_1-728x1024.jpg'],['leaflet_images/7212/2562_1-728x1024.jpg'],2010 General Election,Conservative Party,Vale of Clwyd,"Candidate, Other party/leader/candidate","Economy, Health, Social welfare",,,
https://www.openelections.co.uk/leaflets/7215/,['https://cdn.openelections.co.uk/uploads/2020/08/2564_1-744x1024.jpg'],['leaflet_images/7215/2564_1-744x1024.jpg'],2010 General Election,Conservative Party,Bury St Edmunds,"Candidate, Other party/leader/candidate, Party leader","Brexit/Europe, Economy, Education, Health, Immigration, Social welfare",,,
https://www.openelections.co.uk/leaflets/7222/,['https://cdn.openelections.co.uk/uploads/2020/08/2568_1-732x1024.jpg'],['leaflet_images/7222/2568_1-732x1024.jpg'],2010 General Election,Labour Party,Bury St Edmunds,"Candidate, Other party/leader/candidate","Economy, Education, Governance, Health",,,
https://www.openelections.co.uk/leaflets/7225/,['https://cdn.openelections.co.uk/uploads/2020/08/2569_1-745x1024.jpg'],['leaflet_images/7225/2569_1-745x1024.jpg'],2010 General Election,Liberal Democrats,Sleaford and North Hykeham,"Candidate, Other party/leader/candidate, Party leader","Education, Health, Immigration, Social welfare",,,
https://www.openelections.co.uk/leaflets/7227/,['https://cdn.openelections.co.uk/uploads/2020/08/2572_1-682x1024.jpg'],['leaflet_images/7227/2572_1-682x1024.jpg'],2010 General Election,Liberal Democrats,South Norfolk,"Candidate, Tactical situation",,,,
https://www.openelections.co.uk/leaflets/7232/,['https://cdn.openelections.co.uk/uploads/2020/08/2574_1-723x1024.jpg'],['leaflet_images/7232/2574_1-723x1024.jpg'],2010 General Election,Labour Party,Wirral South,Candidate,"Education, Environment, Health, Social welfare",,,
https://www.openelections.co.uk/leaflets/7236/,['https://cdn.openelections.co.uk/uploads/2020/08/2575_1-1024x724.jpg'],['leaflet_images/7236/2575_1-1024x724.jpg'],2010 General Election,Green Party,Bury St Edmunds,"Candidate, Party leader","Education, Environment, Governance, Social welfare",,,
https://www.openelections.co.uk/leaflets/7251/,"['https://cdn.openelections.co.uk/uploads/2020/08/2579_1-746x1024.jpg', 'https://cdn.openelections.co.uk/uploads/2020/08/2579_2-746x1024.jpg']","['leaflet_images/7251/2579_1-746x1024.jpg', 'leaflet_images/7251/2579_2-746x1024.jpg']",2010 General Election,Labour Party,Brent Central,"Candidate, Other party/leader/candidate","Education, Environment, Health",,,
https://www.openelections.co.uk/leaflets/7254/,['https://cdn.openelections.co.uk/uploads/2020/08/2580_1-503x1024.jpg'],['leaflet_images/7254/2580_1-503x1024.jpg'],2010 General Election,Labour Party,Boston and Skegness,Candidate,Economy,,,
https://www.openelections.co.uk/leaflets/7256/,['https://cdn.openelections.co.uk/uploads/2020/08/2581_1-1024x753.jpg'],['leaflet_images/7256/2581_1-1024x753.jpg'],2010 General Election,UK Independence Party,Chichester,Candidate,"Brexit/Europe, Education, Governance, Immigration",,,
https://www.openelections.co.uk/leaflets/7259/,"['https://cdn.openelections.co.uk/uploads/2020/08/2582_1-1024x705.jpg', 'https://cdn.openelections.co.uk/uploads/2020/08/2582_2-1024x705.jpg']","['leaflet_images/7259/2582_1-1024x705.jpg', 'leaflet_images/7259/2582_2-1024x705.jpg']",2010 General Election,Conservative Party,Brent Central,Candidate,,,,
https://www.openelections.co.uk/leaflets/7263/,['https://cdn.openelections.co.uk/uploads/2020/08/2583_1-1024x708.jpg'],['leaflet_images/7263/2583_1-1024x708.jpg'],2010 General Election,Conservative Party,Brent Central,"Other party/leader/candidate, Party leader",Health,,,
https://www.openelections.co.uk/leaflets/7268/,"['https://cdn.openelections.co.uk/uploads/2020/08/2584_1-729x1024.jpg', 'https://cdn.openelections.co.uk/uploads/2020/08/2584_2-729x1024.jpg', 'https://cdn.openelections.co.uk/uploads/2020/08/2584_3-729x1024.jpg', 'https://cdn.openelections.co.uk/uploads/2020/08/2584_4-729x1024.jpg']","['leaflet_images/7268/2584_1-729x1024.jpg', 'leaflet_images/7268/2584_2-729x1024.jpg', 'leaflet_images/7268/2584_3-729x1024.jpg', 'leaflet_images/7268/2584_4-729x1024.jpg']",2010 General Election,Conservative Party,Warwick and Leamington,"Candidate, Other party/leader/candidate, Party leader","Economy, Education, Environment, Health",,,
https://www.openelections.co.uk/leaflets/7274/,['https://cdn.openelections.co.uk/uploads/2020/08/2586_1-729x1024.jpg'],['leaflet_images/7274/2586_1-729x1024.jpg'],2010 General Election,Conservative Party,Warwick and Leamington,"Candidate, Other party/leader/candidate, Party leader","Economy, Education, Health, Social welfare",,,
https://www.openelections.co.uk/leaflets/7276/,['https://cdn.openelections.co.uk/uploads/2020/08/2587_1-729x1024.jpg'],['leaflet_images/7276/2587_1-729x1024.jpg'],2010 General Election,Labour Party,Lancaster and Fleetwood,"Candidate, Other party/leader/candidate, Party leader","Economy, Education, Environment",,,
https://www.openelections.co.uk/leaflets/7279/,"['https://cdn.openelections.co.uk/uploads/2020/08/2589_1-745x1024.jpg', 'https://cdn.openelections.co.uk/uploads/2020/08/2589_2-745x1024.jpg']","['leaflet_images/7279/2589_1-745x1024.jpg', 'leaflet_images/7279/2589_2-745x1024.jpg']",2010 General Election,Liberal Democrats,Lancaster and Fleetwood,"Candidate, Other party/leader/candidate, Tactical situation","Economy, Education, Governance",,,
